CLICKS,IMPRESSIONS,COST,BID,TARGET_CONV
0,1,0,,0
0,0,0,,0
0,2,0,,0
0,5,0,,0
0,5,0,,0
0,4,0,,0
0,2,0,,0
0,2,0,,0
0,5,0,,0
0,1,0,,0
0,4,0,2.12,0
0,1,0,2.12,0
0,11,0,7.54,0
0,1,0,6.68,0
0,1,0,6.68,0
0,1,0,,0
0,1,0,,0
0,1,0,4.68,0
0,1,0,4.68,0
0,1,0,4.68,0
0,1,0,7.88,0
0,1,0,0.28,0
0,1,0,4.68,0
0,1,0,7.88,0
0,3,0,7.88,0
0,5,0,7.88,0
0,2,0,7.88,0
0,2,0,7.88,0
0,5,0,7.88,0
0,2,0,8.38,0
0,2,0,7.88,0
0,2,0,6.18,0
0,6,0,0.28,0
0,2,0,7.88,0
0,2,0,7.88,0
0,3,0,0.28,0
0,1,0,7.88,0
0,2,0,6.68,0
1,2,3.68,7.88,0
1,8,4.29,7.88,0
0,1,0,0.28,0
0,2,0,7.88,0
0,1,0,7.88,0
0,2,0,0.28,0
0,2,0,7.88,0
0,1,0,7.88,0
0,1,0,7.88,0
0,1,0,7.88,0
0,2,0,7.88,0
0,2,0,7.88,0
0,3,0,9.88,0
0,5,0,9.88,0
0,1,0,7.88,0
0,1,0,8.38,0
0,1,0,7.88,0
0,2,0,7.38,0
0,2,0,7.88,0
0,1,0,7.88,0
0,6,0,0.28,0
0,2,0,7.43,0
2,2,11.14,7.43,0
0,5,0,7.43,0
0,5,0,7.43,0
0,2,0,4.68,0
0,2,0,6.68,0
0,4,0,7.43,0
0,4,0,6.68,0
1,2,4.38,6.68,0
0,6,0,6.68,0
0,0,0,6.68,0
0,2,0,6.68,0
0,2,0,6.68,0
0,2,0,2.86,0
0,1,0,6.46,0
0,5,0,0.28,0
0,1,0,7.43,0
0,3,0,7.43,0
0,1,0,7.43,0
0,4,0,7.93,0
0,13,0,7.93,0
1,13,8.21,7.55,0
0,1,0,7.55,0
1,3,3.29,2.86,0
0,9,0,7.55,0
0,3,0,7.05,0
1,5,5.21,7.05,0
1,2,4.02,7.55,0
0,2,0,7.55,0
0,11,0,7.55,0
0,1,0,7.55,0
0,3,0,7.55,0
0,6,0,7.55,0
0,4,0,7.55,0
0,1,0,7.55,0
1,1,8.35,6.97,0
0,2,0,4.68,0
0,2,0,6.97,0
0,1,0,4.82,0
0,2,0,6.97,0
0,2,0,6.97,0
0,5,0,6.97,0
0,3,0,6.68,0
0,2,0,6.68,0
0,2,0,6.68,0
0,2,0,0.28,0
1,2,3.18,7.68,0
0,3,0,6.97,0
0,2,0,0.28,0
0,2,0,6.68,0
0,5,0,6.68,0
0,3,0,6.97,0
0,1,0,6.97,0
0,2,0,6.97,0
0,2,0,6.97,0
0,0,0,6.97,0
0,5,0,6.97,0
0,8,0,6.97,0
0,3,0,6.97,0
0,2,0,6.97,0
0,3,0,6.68,0
0,5,0,6.97,0
0,1,0,6.97,0
0,2,0,7.47,0
0,1,0,7.47,0
0,3,0,7.97,0
0,1,0,7.68,0
0,2,0,6.97,0
0,6,0,7.47,0
0,2,0,7.47,0
0,3,0,7.68,0
0,2,0,6.68,0
0,2,0,6.68,0
0,3,0,6.97,0
0,4,0,6.97,0
0,1,0,0.28,0
0,2,0,7.47,0
0,2,0,7.68,0
0,2,0,7.68,0
0,2,0,6.68,0
0,2,0,6.68,0
0,3,0,6.97,0
0,2,0,7.47,0
0,1,0,6.68,0
0,3,0,6.68,0
0,1,0,0.28,0
0,1,0,5.68,0
0,2,0,6.97,0
0,2,0,6.97,0
0,11,0,6.97,0
0,1,0,4.68,0
0,2,0,5.68,0
0,1,0,5.68,0
0,1,0,5.68,0
0,6,0,6.97,0
0,6,0,6.68,0
0,4,0,6.68,0
0,2,0,6.68,0
1,1,4.2,6.97,0
0,4,0,6.97,0
0,3,0,6.97,0
0,7,0,7.47,0
0,2,0,0.28,0
0,3,0,0.28,0
0,9,0,7.68,0
0,4,0,0.28,0
0,1,0,4.4,0
0,2,0,6.97,0
0,4,0,0.28,0
0,2,0,7.47,0
0,7,0,7.97,0
0,6,0,7.68,0
0,1,0,6.68,0
0,4,0,6.97,0
0,1,0,4.68,0
0,1,0,2.68,0
0,1,0,4.68,0
0,2,0,6.67,0
0,1,0,0.28,0
0,2,0,6.88,0
0,1,0,6.88,0
0,2,0,8.7,0
0,1,0,8.7,0
0,1,0,6.68,0
0,2,0,6.68,0
0,5,0,6.68,0
0,1,0,8.68,0
0,1,0,5.93,0
0,1,0,5.93,0
0,2,0,5.93,0
1,2,3.5,0.28,0
0,2,0,5.93,0
0,2,0,5.93,0
0,1,0,6.43,0
0,1,0,5.85,0
0,1,0,3.7,0
0,2,0,5.85,0
0,5,0,2.68,0
0,1,0,0.27,0
0,1,0,0.28,0
0,1,0,11.67,0
0,3,0,11.67,0
0,2,0,11.67,0
0,3,0,0.28,0
0,2,0,11.67,0
0,1,0,11.67,0
0,1,0,0.28,0
0,2,0,6.18,0
0,2,0,11.67,0
0,2,0,11.69,0
0,3,0,11.69,0
0,2,0,11.69,0
0,2,0,11.69,0
0,2,0,11.69,0
1,4,3.67,11.69,0
0,2,0,11.69,0
0,4,0,11.69,0
0,3,0,11.69,0
0,1,0,11.69,0
0,2,0,10.97,0
0,1,0,10.97,0
0,2,0,10.97,0
0,2,0,5.68,0
0,1,0,4.68,0
0,2,0,5.68,0
0,1,0,5.68,0
0,2,0,5.68,0
0,2,0,5.18,0
0,3,0,5.18,0
0,2,0,5.68,0
0,1,0,3.34,0
0,2,0,6.68,0
0,2,0,0.28,0
0,3,0,10.52,0
0,4,0,11.02,0
0,2,0,10.52,0
0,1,0,10.02,0
0,5,0,10.02,0
0,1,0,10.02,0
0,1,0,10.52,0
0,1,0,10.52,0
0,1,0,11.02,0
0,1,0,10.52,0
0,1,0,10.52,0
0,1,0,10.52,0
0,2,0,10.52,0
0,1,0,10.52,0
0,1,0,10.52,0
0,1,0,6.68,0
0,2,0,6.68,0
0,5,0,7.68,0
0,2,0,10.86,0
0,1,0,9.36,0
0,2,0,9.36,0
0,1,0,9.86,0
0,0,0,7.68,0
0,2,0,7.68,0
0,4,0,4.68,0
0,1,0,9.18,0
0,2,0,8.18,0
0,6,0,7.18,0
0,2,0,0.28,0
0,1,0,9.36,0
0,1,0,9.18,0
0,1,0,4.68,0
0,2,0,9.36,0
0,2,0,7.18,0
0,2,0,7.68,0
0,2,0,7.68,0
0,3,0,8.18,0
0,1,0,6.68,0
0,1,0,6.68,0
0,1,0,0.28,0
0,3,0,6.68,0
0,0,0,6.68,0
0,2,0,7.18,0
0,0,0,7.68,0
0,5,0,7.68,0
0,2,0,6.68,0
0,3,0,6.68,0
0,1,0,6.68,0
0,3,0,6.68,0
0,1,0,9.36,0
0,2,0,9.68,0
0,1,0,7.68,0
0,2,0,7.68,0
0,5,0,6.68,0
0,2,0,6.68,0
0,2,0,4.68,0
0,1,0,9.18,0
0,2,0,4.68,0
0,1,0,4.68,0
0,2,0,9.68,0
0,1,0,9.68,0
0,1,0,9.18,0
0,4,0,7.68,0
0,6,0,7.68,0
0,2,0,9.68,0
0,2,0,9.68,0
0,4,0,9.88,0
0,4,0,7.68,0
0,2,0,6.68,0
0,2,0,6.68,0
0,1,0,6.68,0
0,2,0,,0
0,2,0,1.66,0
0,2,0,0.28,0
0,4,0,4.68,0
0,2,0,2.68,0
1,2,1.57,6.89,0
0,1,0,6.89,0
0,1,0,6.89,0
0,2,0,6.89,0
0,2,0,6.89,0
0,1,0,6.89,0
0,1,0,6.9,0
0,1,0,6.9,0
0,1,0,6.9,0
0,7,0,6.9,0
0,2,0,6.9,0
0,2,0,8.9,0
0,2,0,5.68,0
0,2,0,6.68,0
0,2,0,5.21,0
0,2,0,5.21,0
0,2,0,5.21,0
0,1,0,4.96,0
0,1,0,4.96,0
0,1,0,4.96,0
0,1,0,4.96,0
0,3,0,4.96,0
0,2,0,4.96,0
1,3,1.4,5.46,0
0,0,0,4.96,0
0,2,0,5.46,0
1,9,1.82,0.28,0
0,2,0,6.46,0
0,1,0,4.96,0
0,1,0,4.96,0
0,2,0,4.96,0
0,1,0,4.96,0
0,1,0,4.96,0
1,3,2.47,5.46,0
0,1,0,5.46,0
0,6,0,2.67,0
0,1,0,2.67,0
0,1,0,5.24,0
0,4,0,5.24,0
0,2,0,5.74,0
0,1,0,5.74,0
0,11,0,5.74,0
0,2,0,5.24,0
0,1,0,5.24,0
0,1,0,5.24,0
0,1,0,,0
0,2,0,,0
0,1,0,,0
0,1,0,,0
0,1,0,2.48,0
0,0,0,,0
0,1,0,,0
0,1,0,,0
0,1,0,0.28,0
0,2,0,8.77,0
0,1,0,5.68,0
0,3,0,8.77,0
1,2,0.76,8.77,0
0,14,0,8.77,0
0,2,0,8.77,0
0,2,0,8.77,0
0,2,0,8.77,0
0,2,0,8.77,0
0,1,0,9.18,0
0,2,0,7.68,0
0,2,0,7.68,0
1,4,1.13,8.77,0
0,1,0,,0
0,1,0,4.68,0
0,1,0,4.68,0
0,1,0,7.53,0
0,1,0,7.53,0
0,2,0,7.53,0
0,1,0,7.53,0
0,1,0,7.53,0
0,2,0,7.53,0
0,2,0,6.18,0
0,1,0,6.18,0
0,1,0,0.28,0
1,1,3.25,7.54,0
0,2,0,7.54,0
0,1,0,7.54,0
0,1,0,7.54,0
0,9,0,8.04,0
0,2,0,0.28,0
0,2,0,7.54,0
0,3,0,7.54,0
0,1,0,7.54,0
1,4,6.38,7.54,0
0,1,0,7.54,0
0,2,0,7.32,0
0,3,0,0.28,0
0,1,0,0.28,0
0,5,0,7.82,0
0,1,0,5.68,0
0,3,0,7.32,0
0,4,0,5.68,0
0,3,0,5.68,0
0,3,0,6.18,0
0,1,0,0.28,0
0,2,0,5.68,0
0,1,0,6.68,0
0,5,0,3.34,0
1,2,3.25,0.28,0
0,1,0,2.35,0
0,1,0,7.32,0
0,1,0,6.83,0
0,0,0,6.83,0
0,1,0,6.83,0
0,1,0,6.83,0
0,3,0,6.83,0
0,1,0,0.28,0
0,1,0,6.83,0
0,2,0,6.83,0
0,1,0,6.83,0
1,2,5.25,6.83,0
0,2,0,7.51,0
0,5,0,6.68,0
0,1,0,6.68,0
0,2,0,6.68,0
0,1,0,6.68,0
0,1,0,6.68,0
0,4,0,7.09,0
0,2,0,7.59,0
0,6,0,7.09,0
0,1,0,7.09,0
0,1,0,7.09,0
0,2,0,7.59,0
1,3,2.72,7.09,0
0,3,0,7.09,0
0,2,0,7.09,0
0,2,0,6.18,0
0,4,0,4.68,0
1,2,1.07,7.09,0
1,2,4.51,6.68,0
0,2,0,7.09,0
0,1,0,7.09,0
1,3,4.19,7.59,0
0,3,0,7.59,0
0,4,0,7.59,0
0,3,0,7.68,0
0,2,0,7.09,0
0,2,0,6.68,0
1,2,6,7.09,0
0,1,0,7.09,0
0,1,0,6.68,0
0,6,0,6.68,0
0,5,0,7.68,0
0,1,0,0.28,0
0,2,0,7.59,0
0,0,0,6.68,0
0,3,0,7.09,0
0,1,0,7.59,0
0,2,0,8.09,0
0,4,0,7.68,0
0,2,0,5.68,0
0,2,0,7.09,0
0,2,0,7.59,0
0,1,0,7.59,0
0,2,0,6.68,0
0,1,0,6.68,0
0,2,0,4.68,0
0,2,0,7.09,0
0,1,0,7.48,0
1,1,10.59,7.48,0
0,4,0,7.48,0
0,2,0,7.48,0
0,1,0,7.48,0
0,1,0,7.48,0
0,2,0,7.48,0
0,1,0,,0
0,1,0,0.28,0
0,2,0,,0
0,1,0,4.68,0
0,1,0,4.68,0
0,1,0,4.68,0
0,1,0,6.46,0
0,3,0,6.96,0
0,1,0,6.46,0
0,3,0,6.46,0
0,1,0,6.46,0
0,1,0,6.46,0
0,1,0,6.46,0
0,1,0,6.46,0
0,1,0,6.46,0
0,1,0,0.28,0
0,2,0,6.46,0
0,3,0,6.46,0
0,1,0,6.46,0
0,1,0,6.46,0
0,3,0,6.46,0
0,1,0,4.68,0
0,0,0,5.68,0
0,1,0,6.46,0
0,3,0,6.46,0
0,3,0,6.68,0
0,3,0,6.46,0
0,1,0,6.46,0
0,4,0,6.46,0
0,1,0,6.46,0
0,4,0,6.82,0
0,4,0,6.82,0
0,3,0,6.82,0
0,3,0,6.82,0
0,6,0,5.68,0
0,1,0,6.82,0
0,7,0,5.68,0
0,2,0,7.32,0
0,2,0,6.68,0
0,1,0,,0
0,1,0,,0
0,-1,0,,0
0,1,0,,0
0,1,0,16.02,0
0,1,0,16.02,0
0,4,0,0.28,0
0,3,0,4.68,0
0,2,0,4.68,0
0,2,0,16.02,0
0,2,0,16.02,0
0,1,0,17.02,0
0,2,0,16.02,0
0,2,0,16.02,0
0,2,0,16.02,0
0,3,0,16.02,0
0,1,0,0.28,0
0,2,0,16.02,0
0,2,0,16.02,0
0,1,0,0.28,0
0,2,0,6.68,0
0,3,0,16.02,0
0,1,0,0.28,0
0,1,0,16.02,0
0,1,0,18.02,0
0,1,0,18.02,0
0,1,0,18.02,0
0,1,0,16.02,0
0,1,0,16.02,0
0,1,0,16.52,0
0,1,0,5.68,0
0,2,0,5.68,0
0,2,0,5.68,0
0,1,0,16.02,0
0,1,0,5.68,0
0,2,0,5.68,0
0,2,0,5.18,0
0,1,0,5.68,0
0,1,0,6.68,0
0,1,0,16.02,0
0,1,0,16.02,0
0,4,0,16.02,0
0,2,0,2.88,0
0,2,0,15.52,0
0,1,0,16.02,0
0,1,0,16.02,0
0,2,0,16.02,0
0,1,0,16.02,0
0,2,0,16.02,0
0,2,0,6.68,0
0,1,0,6.68,0
0,1,0,10.02,0
0,2,0,10.02,0
0,2,0,9.68,0
0,1,0,6.68,0
0,1,0,10.02,0
0,1,0,10.02,0
0,2,0,8.18,0
0,1,0,10.02,0
0,1,0,7.68,0
0,2,0,6.68,0
0,1,0,7.68,0
0,1,0,6.68,0
0,7,0,7.68,0
0,1,0,6.68,0
0,1,0,6.68,0
0,4,0,6.68,0
0,1,0,6.68,0
0,1,0,7.18,0
0,1,0,10.02,0
0,1,0,9.68,0
0,2,0,8.68,0
0,2,0,7.68,0
0,1,0,5.68,0
0,2,0,5.68,0
0,4,0,8.68,0
0,2,0,4.68,0
0,1,0,9.68,0
0,1,0,10.18,0
0,3,0,9.18,0
0,2,0,7.68,0
0,1,0,7.68,0
0,2,0,4.68,0
0,1,0,4.68,0
0,2,0,9.68,0
0,2,0,10.58,0
0,1,0,6.68,0
0,2,0,6.68,0
0,2,0,2.68,0
0,1,0,0.28,0
0,1,0,4.68,0
0,1,0,8.89,0
0,1,0,8.89,0
0,4,0,8.89,0
0,2,0,8.89,0
0,1,0,8.89,0
0,1,0,8.89,0
0,0,0,8.89,0
0,1,0,0.28,0
0,1,0,8.89,0
0,2,0,8.89,0
0,1,0,8.89,0
0,1,0,8.89,0
1,2,3.94,8.89,0
0,1,0,8.89,0
0,1,0,0.28,0
0,2,0,8.89,0
0,3,0,8.89,0
0,4,0,8.89,0
0,0,0,10.89,0
0,1,0,10.89,0
0,2,0,10.89,0
0,3,0,8.89,0
0,3,0,10.87,0
0,1,0,10.37,0
0,4,0,10.37,0
0,4,0,10.37,0
0,2,0,10.37,0
0,4,0,10.37,0
0,1,0,7.68,0
0,1,0,10.37,0
0,1,0,10.37,0
0,1,0,6.68,0
0,3,0,6.68,0
0,2,0,6.68,0
0,1,0,6.46,0
0,1,0,6.46,0
0,1,0,6.46,0
0,1,0,10.37,0
0,1,0,11.37,0
0,1,0,0.28,0
0,6,0,0.28,0
0,5,0,10.76,0
0,1,0,2.86,0
0,3,0,10.76,0
0,3,0,10.76,0
0,2,0,10.76,0
0,2,0,10.26,0
0,7,0,10.26,0
0,2,0,10.76,0
0,2,0,11.26,0
0,1,0,10.76,0
0,2,0,11.26,0
0,4,0,11.26,0
0,1,0,10.76,0
1,4,7.18,11.26,0
0,5,0,11.26,0
0,3,0,0.28,0
0,6,0,11.76,0
0,2,0,11.76,0
0,2,0,10.76,0
0,7,0,10.76,0
0,2,0,10.76,0
0,3,0,10.76,0
0,2,0,10.76,0
0,6,0,10.76,0
0,4,0,10.76,0
0,1,0,6.46,0
0,1,0,10.41,0
0,3,0,9.68,0
0,2,0,6.68,0
0,2,0,6.68,0
0,5,0,6.68,0
0,2,0,10.41,0
0,2,0,10.41,0
0,1,0,6.68,0
0,1,0,6.68,0
0,2,0,7.18,0
0,4,0,10.41,0
0,4,0,9.68,0
0,2,0,9.68,0
0,2,0,10.41,0
0,1,0,10.41,0
0,4,0,10.91,0
1,1,2.87,10.41,0
0,2,0,10.41,0
1,5,1.82,10.41,0
0,3,0,10.91,0
0,2,0,0.28,0
0,6,0,0.28,0
0,2,0,7.68,0
0,1,0,8.18,0
0,2,0,8.18,0
0,2,0,6.18,0
0,2,0,6.18,0
0,1,0,7.68,0
0,8,0,10.41,0
0,5,0,10.41,0
0,5,0,9.68,0
0,4,0,10.41,0
0,2,0,7.68,0
0,2,0,0.28,0
0,5,0,8.18,0
0,1,0,0.28,0
0,1,0,4.68,0
0,1,0,6.68,0
0,1,0,10.41,0
0,4,0,9.68,0
0,7,0,9.68,0
0,0,0,7.68,0
0,1,0,7.68,0
0,1,0,6.68,0
0,3,0,6.68,0
0,1,0,6.68,0
0,1,0,6.68,0
0,1,0,6.68,0
0,1,0,6.68,0
0,5,0,7.18,0
0,4,0,7.68,0
0,1,0,7.68,0
0,2,0,8.18,0
0,2,0,6.68,0
0,1,0,6.68,0
0,1,0,6.68,0
0,1,0,5.68,0
0,2,0,6.68,0
0,1,0,10.41,0
0,8,0,10.41,0
0,2,0,9.68,0
0,2,0,9.68,0
0,3,0,7.68,0
0,1,0,7.68,0
0,4,0,7.68,0
0,1,0,5.68,0
0,1,0,5.68,0
0,6,0,9.68,0
0,1,0,9.18,0
0,1,0,8.68,0
0,1,0,8.68,0
0,1,0,8.68,0
0,1,0,7.68,0
0,3,0,6.68,0
0,2,0,6.68,0
0,1,0,2.55,0
0,3,0,2.55,0
0,5,0,9.68,0
0,2,0,9.68,0
0,2,0,10.68,0
0,4,0,9.18,0
0,2,0,9.18,0
0,3,0,7.68,0
0,6,0,9.68,0
0,1,0,9.68,0
0,2,0,0.28,0
0,8,0,9.18,0
0,1,0,9.18,0
0,2,0,9.18,0
0,1,0,7.68,0
1,3,6.8,7.68,0
0,1,0,6.68,0
0,1,0,4.68,0
0,1,0,4.68,0
0,2,0,0.28,0
0,2,0,10.41,0
0,1,0,9.68,0
0,8,0,9.68,0
0,8,0,10.41,0
0,2,0,7.68,0
0,1,0,7.68,0
0,2,0,0.28,0
0,1,0,7,0
0,4,0,,0
1,5,2.67,6.68,0
0,2,0,6.68,0
0,3,0,0.28,0
0,1,0,6.68,0
0,2,0,6.68,0
0,2,0,6.68,0
1,2,1.65,6.68,0
0,11,0,6.68,0
0,2,0,6.68,0
0,4,0,6.68,0
0,2,0,7.18,0
0,2,0,5.68,0
0,1,0,5.68,0
0,1,0,6.18,0
0,1,0,5.68,0
0,2,0,5.68,0
0,2,0,6.68,0
0,2,0,6.36,0
0,2,0,6.36,0
0,1,0,0.28,0
0,1,0,6.36,0
0,3,0,6.36,0
0,0,0,6.86,0
0,5,0,6.36,0
0,8,0,6.36,0
0,1,0,6.36,0
0,2,0,6.36,0
0,5,0,6.36,0
0,2,0,6.36,0
0,1,0,6.86,0
0,1,0,6.36,0
0,2,0,6.72,0
0,3,0,,0
0,1,0,4.45,0
0,1,0,3.68,0
0,2,0,4.59,0
0,1,0,0.28,0
0,1,0,4.62,0
0,1,0,4.62,0
0,1,0,4.62,0
0,1,0,4.68,0
0,1,0,,0
0,1,0,1.66,0
0,1,0,0.28,0
0,1,0,2.31,0
0,1,0,2.31,0
0,1,0,,0
0,1,0,,0
0,2,0,,0
0,1,0,4.68,0
0,4,0,6.56,0
0,2,0,0.27,0
0,1,0,6.77,0
0,4,0,0.28,0
0,1,0,6.27,0
0,1,0,6.77,0
0,2,0,6.77,0
0,1,0,6.77,0
0,4,0,6.68,0
0,2,0,6.46,0
0,1,0,2.86,0
0,1,0,6.46,0
0,1,0,6.46,0
0,1,0,6.22,0
0,4,0,2.86,0
0,7,0,6.22,0
0,1,0,6.22,0
0,1,0,4.78,0
0,1,0,4.81,0
0,1,0,4.81,0
0,1,0,4.81,0
0,2,0,4.81,0
0,2,0,4.81,0
0,2,0,4.81,0
0,1,0,4.68,0
0,1,0,4.81,0
0,1,0,4.81,0
0,1,0,4.81,0
0,1,0,4.81,0
0,1,0,4.81,0
0,1,0,4.81,0
0,1,0,4.81,0
0,1,0,4.75,0
0,1,0,4.75,0
0,1,0,4.75,0
1,5,4.52,,0
0,1,0,,0
0,10,0,0.28,0
0,1,0,0.28,0
0,1,0,4.68,0
0,2,0,4.68,0
0,1,0,10.84,0
0,1,0,10.84,0
0,2,0,10.84,0
0,1,0,10.84,0
0,2,0,10.84,0
0,2,0,11.89,0
0,1,0,11.89,0
0,2,0,11.89,0
0,1,0,6.68,0
0,2,0,6.68,0
0,1,0,6.46,0
0,1,0,6.46,0
0,4,0,6.46,0
0,8,0,10.8,0
0,2,0,10.8,0
0,2,0,10.8,0
0,2,0,11.3,0
0,2,0,11.3,0
0,2,0,11.3,0
0,2,0,10.8,0
0,1,0,6.46,0
0,4,0,8.68,0
0,2,0,8.68,0
0,1,0,8.68,0
0,2,0,6.68,0
0,1,0,6.68,0
0,2,0,11.43,0
0,1,0,9.68,0
0,2,0,11.43,0
0,1,0,7.68,0
0,1,0,6.68,0
0,1,0,11.43,0
0,3,0,8.18,0
0,1,0,6.68,0
2,4,17.8,11.43,0
0,4,0,11.43,0
0,2,0,11.43,0
0,1,0,7.68,0
0,1,0,7.68,0
0,1,0,7.68,0
0,1,0,6.68,0
0,1,0,9.68,0
0,7,0,7.68,0
0,1,0,8.68,0
0,1,0,7.68,0
0,2,0,7.68,0
0,2,0,9.68,0
0,2,0,9.68,0
0,2,0,9.68,0
0,2,0,9.18,0
0,2,0,0.28,0
0,2,0,6.68,0
1,1,7.37,11.27,0
0,2,0,6.68,0
0,0,0,,0
0,1,0,,0
0,2,0,,0
0,2,0,,0
0,1,0,,0
0,1,0,7.66,0
0,1,0,7.66,0
0,1,0,7.66,0
0,1,0,6.18,0
0,2,0,0.28,0
0,2,0,7.9,0
0,2,0,7.9,0
0,1,0,7.9,0
0,2,0,7.9,0
0,3,0,6.68,0
0,7,0,7.68,0
0,1,0,7.9,0
0,2,0,7.9,0
0,1,0,6.68,0
0,1,0,8.18,0
0,2,0,7.68,0
0,1,0,7.9,0
0,9,0,7.68,0
0,1,0,6.68,0
0,2,0,7.9,0
0,2,0,7.9,0
0,2,0,7.9,0
0,2,0,7.68,0
0,2,0,10.61,0
0,1,0,0.27,0
0,1,0,10.61,0
0,4,0,10.61,0
0,1,0,10.61,0
0,4,0,10.61,0
0,3,0,0.28,0
0,2,0,0.28,0
0,3,0,0.28,0
0,8,0,10.61,0
0,4,0,11.11,0
0,3,0,2.86,0
0,2,0,2.15,0
0,2,0,2.86,0
0,1,0,10.61,0
0,2,0,10.61,0
0,1,0,10.61,0
0,7,0,10.61,0
0,2,0,10.61,0
0,2,0,10.61,0
0,3,0,10.61,0
0,1,0,10.61,0
0,1,0,9.68,0
0,2,0,10.61,0
0,2,0,6.68,0
0,1,0,10.61,0
0,3,0,6.68,0
0,2,0,6.68,0
0,1,0,7.68,0
0,6,0,7.68,0
0,2,0,10.61,0
0,6,0,8.68,0
0,12,0,7.68,0
0,4,0,6.68,0
0,3,0,8.68,0
0,1,0,4.68,0
0,1,0,9.68,0
0,1,0,4.68,0
0,2,0,4.68,0
0,1,0,9.68,0
0,2,0,9.68,0
0,6,0,9.18,0
0,13,0,9.68,0
0,2,0,4.68,0
0,1,0,10.61,0
0,1,0,7.68,0
0,1,0,6.68,0
0,2,0,,0
0,2,0,0.28,0
0,2,0,4.53,0
0,2,0,4.53,0
0,10,0,0.28,0
0,1,0,6.53,0
0,1,0,4.53,0
0,3,0,0.28,0
0,1,0,4.53,0
0,2,0,5.68,0
0,1,0,6.68,0
0,2,0,6.68,0
0,1,0,6.68,0
0,2,0,4.53,0
0,1,0,9.5,0
0,2,0,6.68,0
0,2,0,9.5,0
0,2,0,9.5,0
0,1,0,9.5,0
0,1,0,9.5,0
0,4,0,9.5,0
0,7,0,0.28,0
0,2,0,7.68,0
0,6,0,6.68,0
0,2,0,6.68,0
0,0,0,8.68,0
1,2,1.22,7.68,0
0,3,0,5.68,0
0,2,0,5.68,0
0,2,0,9.18,0
0,2,0,6.68,0
0,1,0,6.68,0
0,6,0,4.68,0
0,6,0,9.5,0
0,4,0,9.5,0
0,1,0,9.68,0
0,2,0,9.68,0
0,2,0,9.18,0
0,2,0,7.68,0
0,1,0,7.68,0
0,2,0,7.68,0
0,2,0,6.68,0
0,2,0,0.28,0
0,1,0,,0
0,1,0,,0
0,0,0,0.1,0
0,1,0,,0
0,1,0,,0
0,2,0,3.97,0
0,1,0,3.97,0
0,1,0,0.28,0
0,1,0,3.97,0
0,1,0,3.97,0
0,1,0,3.97,0
0,1,0,3.97,0
0,3,0,3.97,0
0,4,0,0.28,0
1,1,1.9,3.97,0
0,0,0,4.09,0
0,1,0,4.09,0
0,1,0,4.09,0
0,1,0,4.09,0
0,1,0,4.09,0
0,1,0,4.09,0
0,2,0,0.28,0
0,1,0,4.09,0
0,3,0,4.09,0
0,1,0,4.09,0
0,1,0,4.09,0
0,1,0,4.09,0
0,1,0,6.09,0
0,2,0,6.09,0
0,2,0,4.09,0
0,1,0,6.45,0
0,5,0,6.45,0
0,4,0,6.45,0
0,2,0,0.28,0
0,1,0,0.28,0
0,2,0,0.28,0
0,2,0,0.28,0
0,2,0,6.45,0
0,1,0,6.45,0
0,1,0,6.45,0
0,1,0,6.45,0
0,1,0,6.45,0
0,1,0,6.68,0
0,6,0,6.68,0
0,1,0,7.18,0
0,3,0,7.18,0
0,1,0,7.18,0
0,0,0,7.18,0
0,1,0,7.18,0
0,1,0,2.86,0
0,1,0,6.46,0
0,2,0,6.46,0
0,1,0,6.46,0
0,2,0,6.45,0
0,1,0,0.28,0
0,1,0,6.45,0
0,0,0,6.45,0
0,1,0,6.45,0
0,1,0,2.86,0
0,3,0,6.45,0
0,1,0,6.45,0
0,1,0,6.45,0
0,5,0,6.95,0
0,1,0,6.45,0
0,1,0,6.45,0
0,3,0,6.45,0
0,6,0,6.95,0
0,3,0,0.28,0
0,3,0,6.45,0
0,1,0,6.45,0
0,4,0,6.45,0
0,1,0,6.95,0
0,2,0,6.45,0
0,1,0,6.45,0
0,1,0,7.71,0
0,4,0,7.71,0
0,1,0,7.71,0
0,5,0,6.68,0
0,2,0,0.28,0
0,2,0,6.68,0
0,1,0,6.68,0
0,0,0,6.68,0
0,1,0,6.68,0
0,3,0,7.71,0
0,1,0,8.21,0
0,1,0,6.68,0
0,2,0,7.71,0
0,1,0,8.21,0
0,3,0,8.71,0
0,1,0,7.71,0
0,8,0,7.71,0
0,3,0,7.71,0
0,2,0,8.71,0
0,1,0,7.68,0
0,1,0,7.71,0
0,1,0,7.71,0
0,2,0,7.71,0
0,2,0,7.71,0
0,3,0,7.68,0
0,2,0,7.68,0
0,13,0,7.68,0
0,1,0,8.18,0
0,1,0,6.68,0
1,5,3.81,6.18,0
0,1,0,7.71,0
0,1,0,7.71,0
0,1,0,7.71,0
0,2,0,7.71,0
0,2,0,7.68,0
0,1,0,0.28,0
0,1,0,7.68,0
0,3,0,7.18,0
0,1,0,7.71,0
0,2,0,7.71,0
0,6,0,8.21,0
0,1,0,7.71,0
0,2,0,7.71,0
0,3,0,7.68,0
0,2,0,8.18,0
0,1,0,6.68,0
0,1,0,6.68,0
0,2,0,7.71,0
0,1,0,7.71,0
0,1,0,7.71,0
0,6,0,7.71,0
0,1,0,7.68,0
